"Node Number","Time","Power Reading","Temperature","Wind generation was in excess"
1,"2015-03-09T04:18:31.059Z",896.4,1,false
0,"2015-03-09T04:18:31.706Z",14.52,1,false
1,"2015-03-09T04:18:32.071Z",1604.3999999999999,1,false
0,"2015-03-09T04:18:32.719Z",15.72,1,false
1,"2015-03-09T04:18:33.082Z",1121.52,1,false
0,"2015-03-09T04:18:33.730Z",11.28,1,false
1,"2015-03-09T04:18:34.094Z",1410.9599999999998,1,false
0,"2015-03-09T04:18:34.742Z",12.719999999999999,1,false
1,"2015-03-09T04:18:35.105Z",1220.28,1,false
0,"2015-03-09T04:18:35.754Z",14.52,1,false
1,"2015-03-09T04:18:36.118Z",1275,1,false
0,"2015-03-09T04:18:36.766Z",13.68,1,false
1,"2015-03-09T04:18:37.129Z",1171.08,1,false
0,"2015-03-09T04:18:37.779Z",11.28,1,false
1,"2015-03-09T04:18:38.140Z",1116.3600000000001,1,false
0,"2015-03-09T04:18:38.790Z",14.52,1,false
1,"2015-03-09T04:18:39.152Z",1505.28,1,false
0,"2015-03-09T04:18:39.801Z",12.36,1,false
1,"2015-03-09T04:18:40.163Z",1056,1,false
0,"2015-03-09T04:18:40.813Z",13.68,1,false
1,"2015-03-09T04:18:41.175Z",1446.48,1,false
0,"2015-03-09T04:18:41.824Z",15.96,1,false
1,"2015-03-09T04:18:42.186Z",1271.88,1,false
0,"2015-03-09T04:18:42.836Z",12.36,1,false
1,"2015-03-09T04:18:43.197Z",760.4399999999999,1,false
0,"2015-03-09T04:18:43.847Z",10.200000000000001,1,false
1,"2015-03-09T04:18:44.209Z",1522.32,1,false
0,"2015-03-09T04:18:44.858Z",11.28,1,false
1,"2015-03-09T04:18:45.222Z",1153.3200000000002,1,false
0,"2015-03-09T04:18:45.873Z",11.76,1,false
1,"2015-03-09T04:18:46.232Z",1423.8,1,false
0,"2015-03-09T04:18:46.885Z",12.719999999999999,1,false
1,"2015-03-09T04:18:47.244Z",1369.92,1,false
0,"2015-03-09T04:18:47.897Z",13.68,1,false
1,"2015-03-09T04:18:48.256Z",860.04,1,false
0,"2015-03-09T04:18:48.908Z",14.879999999999999,1,false
1,"2015-03-09T04:18:49.267Z",1447.2,1,false
0,"2015-03-09T04:18:49.919Z",10.200000000000001,1,false
1,"2015-03-09T04:18:50.280Z",17.16,1,false
